week_start,week_end,title,source,published_at,url,description
2024-06-01,2024-06-07,Ex-NBA player Delonte West looks unrecognizable in shocking mugshot after latest arrest,foxnews.com,2024-06-06T23:52:58.000000Z,https://www.foxnews.com/sports/ex-nba-player-delonte-west-looks-unrecognizable-shocking-mug-shot-after-latest-arrest,Former NBA guard Delonte West appeared almost unrecognizable in a mugshot Thursday after he was arrested in Virginia in his latest brush with the law.
