id,topic,topic_prob_0,topic_prob_1,topic_prob_2,topic_prob_3,topic_prob_4,topic_prob_5,topic_prob_6,topic_prob_7,topic_prob_8,topic_prob_9,topic_prob_10,topic_prob_11,topic_prob_12,topic_prob_13,topic_prob_14,topic_prob_15,topic_prob_16,topic_prob_17,topic_prob_18,topic_prob_19,topic_prob_20,topic_prob_21,topic_prob_22,topic_prob_23,topic_prob_24,topic_prob_25,topic_prob_26,topic_prob_27
1801001198796812601,-1,0.014784478765135755,0.011465557462816143,0.0701252519993726,0.009304779688578194,0.02425641343864784,0.006049101009570554,0.012879433240747213,0.01004175527236312,0.007814255252660851,0.012718134479202064,0.007946019483612735,0.022037283225954926,0.014418675439680933,0.013255518008495734,0.021047511998327963,0.009889979855120953,0.014856222884292442,0.008444760617238308,0.010439074381208006,0.021667152367992017,0.014841837230862206,0.030919277918091646,0.00990808020343393,0.017674596226690268,0.016355824940924663,0.02890120828166787,0.010286693364117116,0.016844401766995854
1801001208452202625,1,0.02213215347658213,0.3216527976199675,0.028493792168950625,0.028398363091926084,0.018724546286121024,0.014250432479136368,0.02110413402296204,0.01893932350777558,0.02079107575271339,0.018152050248168405,0.017366883339274518,0.035425308758145514,0.02684125983754478,0.02232163344173021,0.021706889447558875,0.015053374647911328,0.01957121662903786,0.03516617630844274,0.02120664837988171,0.025037171605165,0.028280441244032294,0.026181436665477606,0.026856608670184256,0.026487728522139174,0.027034141723677126,0.026778476705629054,0.052073002134376815,0.03397293328548799
1801001216094150858,1,3.800261245822596e-308,1.0,4.685759370027323e-308,4.485067599561826e-308,2.9596798665238645e-308,2.2619486999542917e-308,3.6196919971704955e-308,3.114788040569444e-308,3.5435129393888355e-308,2.7148310189653655e-308,2.7446414120468815e-308,7.158450649277651e-308,4.939533923187966e-308,3.9049655560551553e-308,3.337260117158938e-308,2.544032425014423e-308,2.97553969650737e-308,6.098612390978729e-308,3.4506062561738503e-308,4.435228563842725e-308,4.242414828484898e-308,4.859580071698494e-308,4.3743441733918233e-308,4.638147517192886e-308,5.381576501446567e-308,4.910298112641027e-308,8.94558094031092e-308,6.934593427529067e-308
1801001230103179275,-1,0.01165383829545068,0.012086865318107407,0.035693213515556606,0.009214961541544412,0.02301148602973975,0.006562631384336427,0.014701968179572294,0.008298517208335094,0.006894881561267575,0.009664336954179235,0.007594687425315929,0.017905468539510937,0.017085731966999237,0.009400799209034732,0.06106543733793549,0.0077530002053334945,0.014126878185834467,0.008081557635130793,0.009636586558031525,0.029314301316007034,0.013196749029920596,0.01616586306572073,0.009887012318645205,0.014351869984696041,0.012951980449005638,0.026256967941697542,0.010358133044121521,0.019526313419889516
1801001234310021162,-1,0.022757389226943245,0.03313154219939275,0.03018787448176968,0.017407008760059534,0.016751841585271054,0.00979659725059034,0.019391583232132047,0.015622513248105343,0.01503170968033862,0.013312172204311598,0.012587976376343455,0.07780896107349192,0.02694305695128066,0.021358964058826414,0.017354975013362684,0.012941271379649996,0.015164140404790555,0.018921747446923872,0.016671387859166373,0.030592041984561266,0.019956291127097157,0.04442946968356863,0.019071940731222373,0.028418549171632387,0.043062092311475356,0.04337074573519954,0.024555145328554892,0.04785002139935316
1801001230900060495,24,6.444998194339362e-308,5.49973608223593e-308,5.664233337478341e-308,4.164339649801173e-308,4.1063085014038747e-308,2.6618310547387936e-308,5.089686583380316e-308,4.546913354392819e-308,4.844691910481721e-308,3.205828771023315e-308,3.3434793677905546e-308,1.0369132736008692e-307,6.492000887308657e-308,8.297500827811706e-308,3.7931986364189147e-308,4.920694418867178e-308,3.4105449960227484e-308,4.834252173910119e-308,4.4117612230983463e-308,6.552460028493935e-308,4.048173688186452e-308,1.3877997767330941e-307,4.317509503620848e-308,6.230618795604305e-308,1.0,8.101089284741649e-308,5.2078135046399825e-308,8.43005969421145e-308
1801001237371813908,14,0.010748293527234108,0.010263790097693576,0.02934003417775479,0.008558771649602356,0.027048887991632974,0.006697476593777772,0.012734356721805909,0.008022404296194193,0.006588812286948836,0.010195635938176982,0.00746722594019157,0.013958937434370997,0.013464118085565116,0.00863555407000006,0.5196834413465495,0.008065146003422027,0.01565897890410461,0.007366800880001842,0.00916236417345548,0.020057706046972778,0.012784691883899663,0.013357316560999673,0.009241489159463497,0.012529376140601291,0.010847631578811712,0.01930475690127862,0.00922266560269214,0.014704073427781473
1801001235899719892,-1,0.045092718462065313,0.00771987598704727,0.00752341728285181,0.013801600983540108,0.008026407948902562,0.007261055390085096,0.006293652536286676,0.0093993949735692,0.010201649194118532,0.007330094564718789,0.010202556380829437,0.009121264226356316,0.007223055496782158,0.012317040988395402,0.006501020163963931,0.006030421474744868,0.008854709224384543,0.009092071084299606,0.02316401444469812,0.008007675032357817,0.009233891034216804,0.01034595935563933,0.01196302738423286,0.007682082821758635,0.011413045658705174,0.010820035225077225,0.010746239542094865,0.00900312103135581
1801001242862268467,1,0.021951492096803586,0.33258231834975766,0.02646361079556592,0.030014615930315423,0.018447793913209512,0.014809584360024677,0.020412789109254807,0.01888984505423732,0.02119853791072838,0.01804772621987557,0.017877122835372038,0.03227886755501381,0.025622912934877246,0.021918466844469978,0.02114296857490423,0.014748228694635079,0.019567017274957497,0.03685840915007974,0.0217545275380036,0.02383519194793983,0.02785621078352782,0.02476128888481992,0.0276129990531407,0.02494865201990581,0.02582153550878585,0.02549028761514259,0.053021725744520395,0.032065273300130974
1801001240924483780,21,0.0260432542383411,0.020245373192761915,0.029757969774878646,0.015139426487048776,0.018951913977573835,0.009545633585691007,0.02032929230604715,0.01726856468946626,0.015431599351819527,0.014027759399398442,0.01243635261104008,0.053857470883019704,0.025090584689465765,0.029779488439772593,0.017100844882070497,0.018618229455505203,0.014937411779651341,0.015912513031062607,0.01655950816448191,0.03012450585564398,0.017487071570579087,0.20831905711092744,0.016078505315529224,0.028804084501981495,0.07288179673936838,0.04123127971201968,0.018371268317069485,0.03255330347425733
