,id,topic,topic_prob_0,topic_prob_1,topic_prob_2,topic_prob_3,topic_prob_4,topic_prob_5,topic_prob_6,topic_prob_7,topic_prob_8,topic_prob_9,topic_prob_10,topic_prob_11,topic_prob_12,topic_prob_13,topic_prob_14,topic_prob_15,topic_prob_16,topic_prob_17,topic_prob_18,topic_prob_19,topic_prob_20,topic_prob_21,topic_prob_22,topic_prob_23,topic_prob_24,topic_prob_25,topic_prob_26,topic_prob_27,Unnamed: 0,date,sentiment,irony
0,1801001198796812601,-1,0.0147844787651357,0.0114655574628161,0.0701252519993726,0.0093047796885781,0.0242564134386478,0.0060491010095705,0.0128794332407472,0.0100417552723631,0.0078142552526608,0.012718134479202,0.0079460194836127,0.0220372832259549,0.0144186754396809,0.0132555180084957,0.0210475119983279,0.0098899798551209,0.0148562228842924,0.0084447606172383,0.010439074381208,0.021667152367992,0.0148418372308622,0.0309192779180916,0.0099080802034339,0.0176745962266902,0.0163558249409246,0.0289012082816678,0.0102866933641171,0.0168444017669958,49988,2024-06-12,POS,not ironic
1,1801001208452202625,1,0.0221321534765821,0.3216527976199675,0.0284937921689506,0.028398363091926,0.018724546286121,0.0142504324791363,0.021104134022962,0.0189393235077755,0.0207910757527133,0.0181520502481684,0.0173668833392745,0.0354253087581455,0.0268412598375447,0.0223216334417302,0.0217068894475588,0.0150533746479113,0.0195712166290378,0.0351661763084427,0.0212066483798817,0.025037171605165,0.0282804412440322,0.0261814366654776,0.0268566086701842,0.0264877285221391,0.0270341417236771,0.026778476705629,0.0520730021343768,0.0339729332854879,49975,2024-06-12,NEG,not ironic
2,1801001216094150858,1,3.800261245822596e-308,1.0,4.685759370027323e-308,4.485067599561826e-308,2.9596798665238645e-308,2.261948699954292e-308,3.619691997170496e-308,3.114788040569444e-308,3.5435129393888355e-308,2.714831018965365e-308,2.744641412046881e-308,7.158450649277652e-308,4.939533923187966e-308,3.904965556055155e-308,3.337260117158938e-308,2.5440324250144228e-308,2.9755396965073697e-308,6.098612390978728e-308,3.4506062561738503e-308,4.435228563842725e-308,4.2424148284848977e-308,4.859580071698494e-308,4.3743441733918233e-308,4.638147517192886e-308,5.381576501446566e-308,4.910298112641027e-308,8.94558094031092e-308,6.934593427529067e-308,49969,2024-06-12,POS,not ironic
3,1801001230103179275,-1,0.0116538382954506,0.0120868653181074,0.0356932135155566,0.0092149615415444,0.0230114860297397,0.0065626313843364,0.0147019681795722,0.008298517208335,0.0068948815612675,0.0096643369541792,0.0075946874253159,0.0179054685395109,0.0170857319669992,0.0094007992090347,0.0610654373379354,0.0077530002053334,0.0141268781858344,0.0080815576351307,0.0096365865580315,0.029314301316007,0.0131967490299205,0.0161658630657207,0.0098870123186452,0.014351869984696,0.0129519804490056,0.0262569679416975,0.0103581330441215,0.0195263134198895,49952,2024-06-12,NEG,not ironic
4,1801001234310021162,-1,0.0227573892269432,0.0331315421993927,0.0301878744817696,0.0174070087600595,0.016751841585271,0.0097965972505903,0.019391583232132,0.0156225132481053,0.0150317096803386,0.0133121722043115,0.0125879763763434,0.0778089610734919,0.0269430569512806,0.0213589640588264,0.0173549750133626,0.0129412713796499,0.0151641404047905,0.0189217474469238,0.0166713878591663,0.0305920419845612,0.0199562911270971,0.0444294696835686,0.0190719407312223,0.0284185491716323,0.0430620923114753,0.0433707457351995,0.0245551453285548,0.0478500213993531,49942,2024-06-12,NEG,not ironic
5,1801001230900060495,24,6.444998194339363e-308,5.49973608223593e-308,5.664233337478341e-308,4.164339649801173e-308,4.106308501403874e-308,2.6618310547387936e-308,5.089686583380316e-308,4.546913354392819e-308,4.844691910481721e-308,3.205828771023315e-308,3.343479367790554e-308,1.0369132736008692e-307,6.492000887308657e-308,8.297500827811707e-308,3.793198636418914e-308,4.920694418867178e-308,3.4105449960227484e-308,4.834252173910119e-308,4.4117612230983453e-308,6.552460028493935e-308,4.048173688186452e-308,1.3877997767330941e-307,4.3175095036208485e-308,6.230618795604305e-308,1.0,8.101089284741649e-308,5.2078135046399825e-308,8.430059694211449e-308,49950,2024-06-12,NEG,not ironic
6,1801001237371813908,14,0.0107482935272341,0.0102637900976935,0.0293400341777547,0.0085587716496023,0.0270488879916329,0.0066974765937777,0.0127343567218059,0.0080224042961941,0.0065888122869488,0.0101956359381769,0.0074672259401915,0.0139589374343709,0.0134641180855651,0.00863555407,0.5196834413465495,0.008065146003422,0.0156589789041046,0.0073668008800018,0.0091623641734554,0.0200577060469727,0.0127846918838996,0.0133573165609996,0.0092414891594634,0.0125293761406012,0.0108476315788117,0.0193047569012786,0.0092226656026921,0.0147040734277814,49937,2024-06-12,NEU,not ironic
7,1801001235899719892,-1,0.0450927184620653,0.0077198759870472,0.0075234172828518,0.0138016009835401,0.0080264079489025,0.007261055390085,0.0062936525362866,0.0093993949735692,0.0102016491941185,0.0073300945647187,0.0102025563808294,0.0091212642263563,0.0072230554967821,0.0123170409883954,0.0065010201639639,0.0060304214747448,0.0088547092243845,0.0090920710842996,0.0231640144446981,0.0080076750323578,0.0092338910342168,0.0103459593556393,0.0119630273842328,0.0076820828217586,0.0114130456587051,0.0108200352250772,0.0107462395420948,0.0090031210313558,49938,2024-06-12,NEG,not ironic
8,1801001242862268467,1,0.0219514920968035,0.3325823183497576,0.0264636107955659,0.0300146159303154,0.0184477939132095,0.0148095843600246,0.0204127891092548,0.0188898450542373,0.0211985379107283,0.0180477262198755,0.017877122835372,0.0322788675550138,0.0256229129348772,0.0219184668444699,0.0211429685749042,0.014748228694635,0.0195670172749574,0.0368584091500797,0.0217545275380036,0.0238351919479398,0.0278562107835278,0.0247612888848199,0.0276129990531407,0.0249486520199058,0.0258215355087858,0.0254902876151425,0.0530217257445203,0.0320652733001309,49930,2024-06-12,NEU,ironic
9,1801001240924483780,21,0.0260432542383411,0.0202453731927619,0.0297579697748786,0.0151394264870487,0.0189519139775738,0.009545633585691,0.0203292923060471,0.0172685646894662,0.0154315993518195,0.0140277593993984,0.01243635261104,0.0538574708830197,0.0250905846894657,0.0297794884397725,0.0171008448820704,0.0186182294555052,0.0149374117796513,0.0159125130310626,0.0165595081644819,0.0301245058556439,0.017487071570579,0.2083190571109274,0.0160785053155292,0.0288040845019814,0.0728817967393683,0.0412312797120196,0.0183712683170694,0.0325533034742573,49933,2024-06-12,NEU,not ironic
