week_start,week_end,title,source,published_at,url,description
2024-06-14,2024-06-20,"Former KKK Leader David Duke Joins Anti-Israel Protesters, Says He’s ‘Saving Our Country From Jewish Supremacy’",algemeiner.com,2024-06-17T22:18:48.000000Z,https://www.algemeiner.com/2024/06/17/former-kkk-leader-david-duke-joins-anti-israel-protesters-says-saving-country-jewish-supremacy/,"Former Ku Klux Klan leader David Duke was spotted alongside supporters of fellow white supremacist and Holocaust denier Nick Fuentes, an online personality, in ..."
